"engine.time","membrane.V"
 0.00000000000000000e+00,-8.79392260604116558e+01
 2.63236671414828738e+00,-8.79394656742346257e+01
 6.74332755422609331e+00,-8.79398308841963825e+01
 1.40489202551648713e+01,-8.79404547089405213e+01
 2.13545129561036475e+01,-8.79410549442136755e+01
 4.15116143684315801e+01,-8.79426005511425899e+01
 6.16687157807595128e+01,-8.79440076404623312e+01
 8.18258171930874454e+01,-8.79452782421769541e+01
 1.00000000000000000e+02,-8.79463247121247349e+01
 1.00001338523874182e+02,-8.78392741198904332e+01
 1.00002677047748364e+02,-8.77322543495100291e+01
 1.00005700766668653e+02,-8.74905997418764230e+01
 1.00008724485588942e+02,-8.72490786558357883e+01
 1.00011748204509232e+02,-8.70076982654400695e+01
 1.00017856885627012e+02,-8.65204683669030743e+01
 1.00023965566744792e+02,-8.60337751728892499e+01
 1.00034560222266265e+02,-8.51908419187012953e+01
 1.00045154877787738e+02,-8.43492507259112472e+01
 1.00055749533309211e+02,-8.35088270668623807e+01
 1.00066344188830683e+02,-8.26694005352353258e+01
 1.00076938844352156e+02,-8.18308136425071950e+01
 1.00087533499873629e+02,-8.09929224666911409e+01
 1.00098128155395102e+02,-8.01555954650379476e+01
 1.00116804527807972e+02,-7.86805711891321664e+01
 1.00135480900220841e+02,-7.72063644378406906e+01
 1.00154157272633711e+02,-7.57324896527518376e+01
 1.00172833645046580e+02,-7.42585560204802988e+01
 1.00191510017459450e+02,-7.27842562960551334e+01
 1.00221283824567593e+02,-7.04326274947171243e+01
 1.00251057631675735e+02,-6.80788184077965326e+01
 1.00280831438783878e+02,-6.57224119147948329e+01
 1.00310605245892020e+02,-6.33631656265963628e+01
 1.00340379053000163e+02,-6.10008622972966137e+01
 1.00370152860108306e+02,-5.86351431064351445e+01
 1.00399926667216448e+02,-5.62653025047488100e+01
 1.00429700474324591e+02,-5.38899599416171711e+01
 1.00459474281432733e+02,-5.15064846940256942e+01
 1.00489248088540876e+02,-4.91099873823416431e+01
 1.00500000000000000e+02,-4.82397696319091978e+01
 1.00503403255507052e+02,-4.82358005147247724e+01
 1.00506806511014105e+02,-4.82314781111127715e+01
 1.00513955831963415e+02,-4.82213092219696406e+01
 1.00521105152912725e+02,-4.82096208554424237e+01
 1.00528254473862035e+02,-4.81962060663755025e+01
 1.00543537352349247e+02,-4.81609768759623691e+01
 1.00567459656941296e+02,-4.80860040133874165e+01
 1.00591381961533344e+02,-4.79844906666020563e+01
 1.00615304266125392e+02,-4.78536567737352101e+01
 1.00639226570717440e+02,-4.76907364404629277e+01
 1.00663148875309489e+02,-4.74931092123051357e+01
 1.00706473853579482e+02,-4.70378301410118098e+01
 1.00749798831849475e+02,-4.64451182761567338e+01
 1.00793123810119468e+02,-4.56978879114088841e+01
 1.00836448788389461e+02,-4.47730293084141451e+01
 1.00879773766659454e+02,-4.36397386743617872e+01
 1.00923098744929447e+02,-4.22548165457073566e+01
 1.00966423723199441e+02,-4.05554137096421741e+01
 1.01009748701469434e+02,-3.84478472630234691e+01
 1.01053073679739427e+02,-3.57899605050974827e+01
 1.01096398658009420e+02,-3.23640900477997064e+01
 1.01121674222471555e+02,-2.98922448009193431e+01
 1.01146949786933689e+02,-2.69664351328955085e+01
 1.01172225351395824e+02,-2.34872047249401739e+01
 1.01185278923572255e+02,-2.14417456868821468e+01
 1.01198332495748687e+02,-1.92100430901685897e+01
 1.01211386067925119e+02,-1.67820176086980091e+01
 1.01218936977338956e+02,-1.52855443242744133e+01
 1.01226487886752793e+02,-1.37219781808000096e+01
 1.01234038796166629e+02,-1.20926111935217158e+01
 1.01241589705580466e+02,-1.03999489218407319e+01
 1.01249140614994303e+02,-8.64787169904875519e+00
 1.01256691524408140e+02,-6.84179389521221548e+00
 1.01264242433821977e+02,-4.98878517516674425e+00
 1.01271793343235814e+02,-3.09764199330956957e+00
 1.01279344252649651e+02,-1.17889004555240362e+00
 1.01286895162063487e+02, 7.55302258879367305e-01
 1.01294446071477324e+02, 2.69131553850805760e+00
 1.01301996980891161e+02, 4.61438684120002129e+00
 1.01309547890304998e+02, 6.50903482911897857e+00
 1.01317098799718835e+02, 8.35959054227881282e+00
 1.01324649709132672e+02, 1.01508029267362225e+01
 1.01332200618546509e+02, 1.18684720305578502e+01
 1.01339751527960345e+02, 1.35000535921929838e+01
 1.01347302437374182e+02, 1.50351779249931301e+01
 1.01354853346788019e+02, 1.64660334421478467e+01
 1.01362404256201856e+02, 1.77875804977539289e+01
 1.01369955165615693e+02, 1.89975813929521316e+01
 1.01377506075029530e+02, 2.00964554253730441e+01
 1.01385056984443366e+02, 2.10869874264384336e+01
 1.01396862186365027e+02, 2.24303150235419544e+01
 1.01408667388286688e+02, 2.35463143550293807e+01
 1.01420472590208348e+02, 2.44637117634728725e+01
 1.01432277792130009e+02, 2.52136979814992692e+01
 1.01451462499107151e+02, 2.61504104566011222e+01
 1.01462830590698005e+02, 2.65814846009799908e+01
 1.01474198682288858e+02, 2.69429117421939317e+01
 1.01485566773879711e+02, 2.72487800799135336e+01
 1.01496934865470564e+02, 2.75109357793033027e+01
 1.01508302957061417e+02, 2.77392029460176843e+01
 1.01528966927548794e+02, 2.80916774882917579e+01
 1.01549630898036170e+02, 2.83901221652642484e+01
 1.01570382753671751e+02, 2.86553429141586236e+01
 1.01591134609307332e+02, 2.88977819034506389e+01
 1.01611886464942913e+02, 2.91247184429029602e+01
 1.01632638320578494e+02, 2.93407917182891680e+01
 1.01653390176214074e+02, 2.95488645427155987e+01
 1.01674142031849655e+02, 2.97505921455357303e+01
 1.01694893887485236e+02, 2.99468797294488347e+01
 1.01715645743120817e+02, 3.01382274204168965e+01
 1.01736397598756398e+02, 3.03249358420009898e+01
 1.01757149454391978e+02, 3.05072040851606125e+01
 1.01788965721642256e+02, 3.07783417377578985e+01
 1.01820781988892534e+02, 3.10396816270719569e+01
 1.01852598256142812e+02, 3.12914485706515002e+01
 1.01901386222026602e+02, 3.16594528655044449e+01
 1.01950174187910392e+02, 3.20063348668394241e+01
 1.01998962153794182e+02, 3.23328658341810922e+01
 1.02047750119677971e+02, 3.26398914001841760e+01
 1.02096538085561761e+02, 3.29282518994305349e+01
 1.02145326051445551e+02, 3.31988387397686395e+01
 1.02194114017329341e+02, 3.34523181449314606e+01
 1.02242901983213130e+02, 3.36894917083696654e+01
 1.02291689949096920e+02, 3.39109194113085053e+01
 1.02340477914980710e+02, 3.41176108533943960e+01
 1.02389265880864500e+02, 3.43099373051334453e+01
 1.02438053846748289e+02, 3.44884757705478080e+01
 1.02486841812632079e+02, 3.46537395146207459e+01
 1.02535629778515869e+02, 3.48070941104084852e+01
 1.02584417744399659e+02, 3.49489135528347745e+01
 1.02633205710283448e+02, 3.50805586779925278e+01
 1.02681993676167238e+02, 3.52022975495536343e+01
 1.02730781642051028e+02, 3.53145940192861403e+01
 1.02779569607934818e+02, 3.54159660985854146e+01
 1.02828357573818607e+02, 3.55064143718001404e+01
 1.02877145539702397e+02, 3.55881181760347900e+01
 1.02925933505586187e+02, 3.56624458944993279e+01
 1.02974721471469977e+02, 3.57290743155537243e+01
 1.03023509437353766e+02, 3.57875247655550410e+01
 1.03072297403237556e+02, 3.58373493853933951e+01
 1.03121085369121346e+02, 3.58812204143784328e+01
 1.03169873335005136e+02, 3.59204101775197699e+01
 1.03218661300888925e+02, 3.59534050328024932e+01
 1.03267449266772715e+02, 3.59793339566107022e+01
 1.03316237232656505e+02, 3.59993175228823432e+01
 1.03365025198540295e+02, 3.60145600443034652e+01
 1.03413813164424084e+02, 3.60247534167712118e+01
 1.03462601130307874e+02, 3.60296493677906895e+01
 1.03511389096191664e+02, 3.60298551661575246e+01
 1.03560177062075454e+02, 3.60259343400711813e+01
 1.03608965027959243e+02, 3.60189581614816703e+01
 1.03657752993843033e+02, 3.60069751036875232e+01
 1.03706540959726823e+02, 3.59894527108286368e+01
 1.03755328925610613e+02, 3.59684364367238771e+01
 1.03804116891494402e+02, 3.59450300536658318e+01
 1.03852904857378192e+02, 3.59188223521028362e+01
 1.03901692823261982e+02, 3.58891146171092501e+01
 1.03950480789145772e+02, 3.58560001923242098e+01
 1.03999268755029561e+02, 3.58201131608779946e+01
 1.04048056720913351e+02, 3.57818432097168255e+01
 1.04096844686797141e+02, 3.57411108493708696e+01
 1.04168323833398588e+02, 3.56770317528759193e+01
 1.04239802980000036e+02, 3.56080469154899220e+01
 1.04311282126601483e+02, 3.55345150541157793e+01
 1.04382761273202931e+02, 3.54569056870689465e+01
 1.04454240419804378e+02, 3.53756585358805751e+01
 1.04525719566405826e+02, 3.52910188630804029e+01
 1.04597198713007273e+02, 3.52031876196532139e+01
 1.04668677859608721e+02, 3.51124672966699976e+01
 1.04740157006210168e+02, 3.50191477734363303e+01
 1.04811636152811616e+02, 3.49234136138888118e+01
 1.04883115299413063e+02, 3.48254536097703848e+01
 1.04954594446014511e+02, 3.47255233988634728e+01
 1.05026073592615958e+02, 3.46238404083756919e+01
 1.05097552739217406e+02, 3.45205423874125259e+01
 1.05169031885818853e+02, 3.44157891170419745e+01
 1.05281350170729084e+02, 3.42487236214465227e+01
 1.05393668455639315e+02, 3.40791440447467409e+01
 1.05505986740549545e+02, 3.39076525604373913e+01
 1.05618305025459776e+02, 3.37348084261066106e+01
 1.05800824491205717e+02, 3.34519658361200811e+01
 1.05983343956951657e+02, 3.31683567849756074e+01
 1.06165863422697598e+02, 3.28859507638899657e+01
 1.06348382888443538e+02, 3.26064620214084684e+01
 1.06630163278640097e+02, 3.21839213735246616e+01
 1.06911943668836656e+02, 3.17769786821042075e+01
 1.07193724059033215e+02, 3.13905348928074019e+01
 1.07475504449229774e+02, 3.10278757863610402e+01
 1.07757284839426333e+02, 3.06910488420850278e+01
 1.08039065229622892e+02, 3.03821896486809173e+01
 1.08320845619819451e+02, 3.01031251665473008e+01
 1.08602626010016010e+02, 2.98533316519618381e+01
 1.08884406400212569e+02, 2.96306333647636890e+01
 1.09166186790409128e+02, 2.94347750503931493e+01
 1.09447967180605687e+02, 2.92672909334131894e+01
 1.09729747570802246e+02, 2.91258470865167283e+01
 1.10011527960998805e+02, 2.90057229855803733e+01
 1.10293308351195364e+02, 2.89054732863038453e+01
 1.10575088741391923e+02, 2.88252904364571130e+01
 1.10856869131588482e+02, 2.87625600672507993e+01
 1.11138649521785041e+02, 2.87152929927423664e+01
 1.11420429911981600e+02, 2.86850342131543528e+01
 1.11702210302178159e+02, 2.86691061400302409e+01
 1.11983990692374718e+02, 2.86628360628088572e+01
 1.12265771082571277e+02, 2.86661831035283505e+01
 1.12547551472767836e+02, 2.86803869023424980e+01
 1.12829331862964395e+02, 2.87020481046622322e+01
 1.13111112253160954e+02, 2.87299401100641809e+01
 1.13392892643357513e+02, 2.87660697371020504e+01
 1.13674673033554072e+02, 2.88104050760205901e+01
 1.13956453423750631e+02, 2.88569987912709323e+01
 1.14238233813947190e+02, 2.89061043885084246e+01
 1.14520014204143749e+02, 2.89615968904715970e+01
 1.14801794594340308e+02, 2.90213657899644346e+01
 1.15083574984536867e+02, 2.90822090571129088e+01
 1.15365355374733426e+02, 2.91475284217322077e+01
 1.15647135764929985e+02, 2.92164366897470629e+01
 1.15928916155126544e+02, 2.92842096005720620e+01
 1.16210696545323103e+02, 2.93508736033016753e+01
 1.16492476935519662e+02, 2.94198461545382948e+01
 1.16774257325716221e+02, 2.94901253512345143e+01
 1.17056037715912780e+02, 2.95598511556024306e+01
 1.17337818106109339e+02, 2.96317294166790788e+01
 1.17619598496305898e+02, 2.97076484996523860e+01
 1.17901378886502457e+02, 2.97820340038391187e+01
 1.18183159276699016e+02, 2.98529736507356560e+01
 1.18464939666895575e+02, 2.99218060660320226e+01
 1.18746720057092134e+02, 2.99899648860546186e+01
 1.19028500447288692e+02, 3.00578236866946504e+01
 1.19310280837485251e+02, 3.01251201161839717e+01
 1.19592061227681810e+02, 3.01915337738763654e+01
 1.20076975364491886e+02, 3.03035729886414771e+01
 1.20938055978479213e+02, 3.04948948809383857e+01
 1.21799136592466539e+02, 3.06748859008185057e+01
 1.22660217206453865e+02, 3.08426404271407399e+01
 1.23521297820441191e+02, 3.09979165173091751e+01
 1.24382378434428517e+02, 3.11406890578008522e+01
 1.25243459048415843e+02, 3.12710795783774103e+01
 1.26104539662403170e+02, 3.13892895605704858e+01
 1.26965620276390496e+02, 3.14956249004683251e+01
 1.27826700890377822e+02, 3.15904369435875658e+01
 1.28687781504365148e+02, 3.16741395835880262e+01
 1.29548862118352474e+02, 3.17471501983460769e+01
 1.30409942732339800e+02, 3.18099192968893867e+01
 1.31271023346327127e+02, 3.18628731749752987e+01
 1.32132103960314453e+02, 3.19064597648018520e+01
 1.32993184574301779e+02, 3.19410841237503504e+01
 1.33854265188289105e+02, 3.19671731467097047e+01
 1.34715345802276431e+02, 3.19850947731028974e+01
 1.35576426416263757e+02, 3.19952478152438999e+01
 1.36437507030251084e+02, 3.19979547285356958e+01
 1.37298587644238410e+02, 3.19935860428881611e+01
 1.38159668258225736e+02, 3.19824143458929875e+01
 1.39020748872213062e+02, 3.19647858203201878e+01
 1.39881829486200388e+02, 3.19409208652307299e+01
 1.40742910100187714e+02, 3.19111474374257149e+01
 1.41603990714175040e+02, 3.18756327632592793e+01
 1.42465071328162367e+02, 3.18346931329005756e+01
 1.43326151942149693e+02, 3.17884432379244330e+01
 1.44187232556137019e+02, 3.17371928332524043e+01
 1.45048313170124345e+02, 3.16810074033815745e+01
 1.45909393784111671e+02, 3.16201919115137855e+01
 1.46770474398098997e+02, 3.15547700087352077e+01
 1.47631555012086324e+02, 3.14850386612544391e+01
 1.48492635626073650e+02, 3.14109918803420527e+01
 1.49353716240060976e+02, 3.13329102159819968e+01
 1.50214796854048302e+02, 3.12507741964260681e+01
 1.51075877468035628e+02, 3.11648362029641532e+01
 1.51936958082022954e+02, 3.10750803247774670e+01
 1.52798038696010281e+02, 3.09817197108787603e+01
 1.53659119309997607e+02, 3.08847553274922184e+01
 1.54520199923984933e+02, 3.07843553834286787e+01
 1.55381280537972259e+02, 3.06805433201162359e+01
 1.56242361151959585e+02, 3.05734447726484397e+01
 1.57611897906926828e+02, 3.03964219084406189e+01
 1.58981434661894070e+02, 3.02115137875378110e+01
 1.61122411118367012e+02, 2.99072443890690423e+01
 1.63263387574839953e+02, 2.95852154593287473e+01
 1.65404364031312895e+02, 2.92462026689500156e+01
 1.67545340487785836e+02, 2.88908857723154853e+01
 1.69686316944258778e+02, 2.85198741851357980e+01
 1.71827293400731719e+02, 2.81337181247742123e+01
 1.73968269857204660e+02, 2.77329150292490070e+01
 1.77367440681758040e+02, 2.70675628043523382e+01
 1.80766611506311420e+02, 2.63679866488061521e+01
 1.84165782330864801e+02, 2.56355474758623565e+01
 1.87564953155418181e+02, 2.48713592708963098e+01
 1.92730074455617228e+02, 2.36513180479365772e+01
 1.97895195755816275e+02, 2.23622277643788792e+01
 2.03060317056015322e+02, 2.10051517825130780e+01
 2.08225438356214369e+02, 1.95800540062070425e+01
 2.13390559656413416e+02, 1.80859795408866475e+01
 2.18555680956612463e+02, 1.65208120169867243e+01
 2.23720802256811510e+02, 1.48807174716275075e+01
 2.24285496610961218e+02, 1.46966388840717883e+01
 2.24850190965110926e+02, 1.45115884560560460e+01
 2.25826286840888457e+02, 1.41894247515827470e+01
 2.26802382716665988e+02, 1.38643449982359588e+01
 2.27778478592443520e+02, 1.35363240949867976e+01
 2.28754574468221051e+02, 1.32053471978508501e+01
 2.29730670343998582e+02, 1.28713703568326370e+01
 2.30706766219776114e+02, 1.25343076654631371e+01
 2.31682862095553645e+02, 1.21940676831098553e+01
 2.32658957971331176e+02, 1.18505770839106805e+01
 2.33635053847108708e+02, 1.15037700416268311e+01
 2.34611149722886239e+02, 1.11535702369831498e+01
 2.35250198971890626e+02, 1.09224133198688005e+01
 2.35639189492121744e+02, 1.07809640015246710e+01
 2.36028180012352863e+02, 1.06389444660467589e+01
 2.36417170532583981e+02, 1.04963484704250707e+01
 2.36806161052815099e+02, 1.03531694800934950e+01
 2.37195151573046218e+02, 1.02094006919418359e+01
 2.37584142093277336e+02, 1.00650350890119462e+01
 2.37973132613508454e+02, 9.92006545512252025e+00
 2.38585467498414062e+02, 9.69061762085681444e+00
 2.39197802383319669e+02, 9.45962428691380275e+00
 2.39810137268225276e+02, 9.22705367042535762e+00
 2.40422472153130883e+02, 8.99287227667708322e+00
 2.41483534265558319e+02, 8.58315876952604917e+00
 2.42544596377985755e+02, 8.16830108074957550e+00
 2.43605658490413191e+02, 7.74808164653812792e+00
 2.44666720602840627e+02, 7.32225951031515443e+00
 2.46582385508979343e+02, 6.53804210076147019e+00
 2.48498050415118058e+02, 5.73260992766688826e+00
 2.50413715321256774e+02, 4.90380323368584925e+00
 2.52329380227395490e+02, 4.04884802131270938e+00
 2.54245045133534205e+02, 3.16445985216264081e+00
 2.56160710039672892e+02, 2.24659200236621537e+00
 2.57203083856754517e+02, 1.73184671678545143e+00
 2.58245457673836142e+02, 1.20491678510611777e+00
 2.59287831490917767e+02, 6.64762131293221037e-01
 2.60330205307999393e+02, 1.10301208895859468e-01
 2.60710399183116181e+02,-9.56152541497784086e-02
 2.61090593058232969e+02,-3.03638261233944218e-01
 2.61470786933349757e+02,-5.13836031754191902e-01
 2.62169794509392318e+02,-9.06200752582393632e-01
 2.62868802085434879e+02,-1.30652106734973161e+00
 2.63567809661477440e+02,-1.71520615196732895e+00
 2.64681998986312692e+02,-2.38500420691317050e+00
 2.65796188311147944e+02,-3.07888933051680214e+00
 2.66910377635983195e+02,-3.79855756688259749e+00
 2.68024566960818447e+02,-4.54560103712879648e+00
 2.69138756285653699e+02,-5.32141413372369865e+00
 2.70252945610488950e+02,-6.12709566172202713e+00
 2.71367134935324202e+02,-6.96334188345782223e+00
 2.72481324260159454e+02,-7.83037522815280429e+00
 2.73595513584994706e+02,-8.72789087758698479e+00
 2.74709702909829957e+02,-9.65499758175853628e+00
 2.75823892234665209e+02,-1.06102346156354237e+01
 2.76938081559500461e+02,-1.15916547579488523e+01
 2.78052270884335712e+02,-1.25969432813297519e+01
 2.79166460209170964e+02,-1.36235483896812006e+01
 2.80280649534006216e+02,-1.46688141082376671e+01
 2.81394838858841467e+02,-1.57301099003956750e+01
 2.82509028183676719e+02,-1.68049440897654669e+01
 2.83623217508511971e+02,-1.78910454813644009e+01
 2.84737406833347222e+02,-1.89864065333115377e+01
 2.85851596158182474e+02,-2.00892949292878988e+01
 2.86965785483017726e+02,-2.11979394992530743e+01
 2.88079974807852977e+02,-2.23112006231866928e+01
 2.89194164132688229e+02,-2.34282796288712483e+01
 2.90308353457523481e+02,-2.45485436935100907e+01
 2.91422542782358732e+02,-2.56714787238603499e+01
 2.92536732107193984e+02,-2.67966624306920451e+01
 2.93650921432029236e+02,-2.79237397764105140e+01
 2.94765110756864487e+02,-2.90524057525055071e+01
 2.95879300081699739e+02,-3.01823986045183972e+01
 2.96993489406534991e+02,-3.13135029840055168e+01
 2.98107678731370243e+02,-3.24455600425689283e+01
 2.99221868056205494e+02,-3.35784802093849564e+01
 3.00336057381040746e+02,-3.47122541936962037e+01
 3.01450246705875998e+02,-3.58469585846745744e+01
 3.02564436030711249e+02,-3.69827539770102192e+01
 3.03678625355546501e+02,-3.81198751582073001e+01
 3.04792814680381753e+02,-3.92586140884100772e+01
 3.05907004005217004e+02,-4.03992973523263075e+01
 3.07021193330052256e+02,-4.15422608869322048e+01
 3.08135382654887508e+02,-4.26878260610073283e+01
 3.09249571979722759e+02,-4.38362879916689963e+01
 3.10363761304558011e+02,-4.49878881770779913e+01
 3.11477950629393263e+02,-4.61428280998896980e+01
 3.12592139954228514e+02,-4.73013372731836199e+01
 3.13706329279063766e+02,-4.84636209716408644e+01
 3.14820518603899018e+02,-4.96299238870061927e+01
 3.15934707928734269e+02,-5.08005848358909731e+01
 3.17048897253569521e+02,-5.19760680547123712e+01
 3.18163086578404773e+02,-5.31569899625483089e+01
 3.19277275903240024e+02,-5.43440753712484081e+01
 3.20391465228075276e+02,-5.55382266464825136e+01
 3.21505654552910528e+02,-5.67405607649208505e+01
 3.22619843877745780e+02,-5.79523349333872275e+01
 3.23734033202581031e+02,-5.91749133613182181e+01
 3.24848222527416283e+02,-6.04097325103558163e+01
 3.25962411852251535e+02,-6.16582771364670563e+01
 3.26645963834023576e+02,-6.24316722098123691e+01
 3.27329515815795617e+02,-6.32110750878176546e+01
 3.28013067797567658e+02,-6.39967394442295969e+01
 3.28696619779339699e+02,-6.47888715862131050e+01
 3.29380171761111740e+02,-6.55876074114341066e+01
 3.30063723742883781e+02,-6.63929870045159021e+01
 3.30747275724655822e+02,-6.72049380337944058e+01
 3.31430827706427863e+02,-6.80232165753886449e+01
 3.32114379688199904e+02,-6.88474302372015785e+01
 3.32797931669971945e+02,-6.96769627332031547e+01
 3.33481483651743986e+02,-7.05109426414148857e+01
 3.34165035633516027e+02,-7.13482330945226693e+01
 3.34848587615288068e+02,-7.21872972344009725e+01
 3.35532139597060109e+02,-7.30263277396948496e+01
 3.36215691578832150e+02,-7.38630949757414328e+01
 3.36899243560604191e+02,-7.46949645035741980e+01
 3.37582795542376232e+02,-7.55189468261966255e+01
 3.38266347524148273e+02,-7.63316725921157797e+01
 3.38949899505920314e+02,-7.71294864665026410e+01
 3.39633451487692355e+02,-7.79085248915199884e+01
 3.40317003469464396e+02,-7.86648321045261270e+01
 3.41000555451236437e+02,-7.93944916992380740e+01
 3.41684107433008478e+02,-8.00937849278375893e+01
 3.42367659414780519e+02,-8.07593517869421333e+01
 3.43051211396552560e+02,-8.13883293938910839e+01
 3.43423635452216729e+02,-8.17147294883757667e+01
 3.43640689288704380e+02,-8.18995081596868317e+01
 3.43857743125192030e+02,-8.20802234694148325e+01
 3.44074796961679681e+02,-8.22568407655334681e+01
 3.44291850798167332e+02,-8.24293309461980499e+01
 3.44508904634654982e+02,-8.25976719273695466e+01
 3.44953131917736641e+02,-8.29292031764606321e+01
 3.45397359200818300e+02,-8.32432923444293209e+01
 3.45841586483899960e+02,-8.35400474935059236e+01
 3.46285813766981619e+02,-8.38196802951557913e+01
 3.46730041050063278e+02,-8.40825032089208548e+01
 3.47174268333144937e+02,-8.43289202253199619e+01
 3.47618495616226596e+02,-8.45594155803756280e+01
 3.48062722899308255e+02,-8.47745404596588656e+01
 3.48506950182389915e+02,-8.49748904828339278e+01
 3.48951177465471574e+02,-8.51611196594809599e+01
 3.49395404748553233e+02,-8.53339086316112656e+01
 3.49839632031634892e+02,-8.54939563359959749e+01
 3.50283859314716551e+02,-8.56419697804689406e+01
 3.50728086597798210e+02,-8.57786559241891950e+01
 3.51403968656678330e+02,-8.59667574113569515e+01
 3.52079850715558450e+02,-8.61327081316759831e+01
 3.52755732774438570e+02,-8.62787113267053769e+01
 3.53431614833318690e+02,-8.64068849066390499e+01
 3.54107496892198810e+02,-8.65192102855942551e+01
 3.54783378951078930e+02,-8.66175119519692487e+01
 3.55459261009959050e+02,-8.67034511686644294e+01
 3.56135143068839170e+02,-8.67785276016425797e+01
 3.56811025127719290e+02,-8.68440854886744802e+01
 3.57486907186599410e+02,-8.69013226755074015e+01
 3.58162789245479530e+02,-8.69513012767747568e+01
 3.58838671304359650e+02,-8.69949589026709447e+01
 3.59514553363239770e+02,-8.70331206129389727e+01
 3.60190435422119890e+02,-8.70664974431757059e+01
 3.60866317481000010e+02,-8.70957441802070491e+01
 3.61542199539880130e+02,-8.71214056075159959e+01
 3.62218081598760250e+02,-8.71439609410583813e+01
 3.62893963657640370e+02,-8.71638271168560834e+01
 3.63569845716520490e+02,-8.71813676737147603e+01
 3.64245727775400610e+02,-8.71968911618179021e+01
 3.64921609834280730e+02,-8.72106751702116014e+01
 3.65597491893160850e+02,-8.72229620943672046e+01
 3.66273373952040970e+02,-8.72339514600150352e+01
 3.66949256010921090e+02,-8.72438162665681034e+01
 3.67625138069801210e+02,-8.72527141835301450e+01
 3.68301020128681330e+02,-8.72607753300878670e+01
 3.68976902187561450e+02,-8.72681120250197750e+01
 3.69652784246441570e+02,-8.72748235734565583e+01
 3.70328666305321690e+02,-8.72809920299191901e+01
 3.71004548364201810e+02,-8.72866931467342511e+01
 3.71680430423081930e+02,-8.72919885324119065e+01
 3.72356312481962050e+02,-8.72969333557344953e+01
 3.73032194540842170e+02,-8.73015727587633847e+01
 3.73708076599722290e+02,-8.73059476871369355e+01
 3.74383958658602410e+02,-8.73100942404981311e+01
 3.75059840717482530e+02,-8.73140426151147295e+01
 3.75735722776362650e+02,-8.73178173719060311e+01
 3.76411604835242770e+02,-8.73214426673594772e+01
 3.77087486894122890e+02,-8.73249359993947394e+01
 3.77763368953003010e+02,-8.73283144763983472e+01
 3.78439251011883130e+02,-8.73315916351840968e+01
 3.79115133070763250e+02,-8.73347801734873741e+01
 3.79791015129643370e+02,-8.73378912549857489e+01
 3.80849403260990186e+02,-8.73426331210257558e+01
 3.82979342163283150e+02,-8.73518005209316755e+01
 3.86466018249138983e+02,-8.73660055717626705e+01
 3.89952694334994817e+02,-8.73794877352510326e+01
 3.93439370420850651e+02,-8.73924812376296813e+01
 3.96926046506706484e+02,-8.74051179337197226e+01
 4.00412722592562318e+02,-8.74174812193030562e+01
 4.03899398678418152e+02,-8.74295668561267121e+01
 4.07386074764273985e+02,-8.74413898462747881e+01
 4.10872750850129819e+02,-8.74529350223192239e+01
 4.14359426935985653e+02,-8.74642259995506066e+01
 4.17846103021841486e+02,-8.74752522234911396e+01
 4.21332779107697320e+02,-8.74860385974400003e+01
 4.24819455193553154e+02,-8.74965708492285330e+01
 4.28306131279408987e+02,-8.75068738184192512e+01
 4.31792807365264821e+02,-8.75169303329365107e+01
 4.35279483451120655e+02,-8.75267676429179744e+01
 4.38766159536976488e+02,-8.75363656830899544e+01
 4.42252835622832322e+02,-8.75457552446058855e+01
 4.45739511708688156e+02,-8.75549227284846694e+01
 4.49226187794543989e+02,-8.75638725878954460e+01
 4.52712863880399823e+02,-8.75726128391357008e+01
 4.56199539966255657e+02,-8.75811487605146652e+01
 4.59686216052111490e+02,-8.75894851440840654e+01
 4.65652652696563052e+02,-8.76032987749572243e+01
 4.71619089341014615e+02,-8.76165599087273819e+01
 4.77585525985466177e+02,-8.76292889930650318e+01
 4.83551962629917739e+02,-8.76415063205458438e+01
 4.89518399274369301e+02,-8.76532318869043792e+01
 4.95484835918820863e+02,-8.76644852119557783e+01
 5.01451272563272425e+02,-8.76752852457133969e+01
 5.07417709207723988e+02,-8.76856503578594157e+01
 5.17118802768797991e+02,-8.77016204353727176e+01
 5.26819896329871995e+02,-8.77165607800425846e+01
 5.36520989890945998e+02,-8.77305406862995483e+01
 5.46222083452020001e+02,-8.77436250867743581e+01
 5.55923177013094005e+02,-8.77558748050231543e+01
 5.65624270574168008e+02,-8.77673467869579440e+01
 5.75325364135242012e+02,-8.77780942606064229e+01
 5.85026457696316015e+02,-8.77881668941117823e+01
 5.94727551257390019e+02,-8.77976109568233340e+01
 6.00000000000000000e+02,-8.78024955034898511e+01
